0,020	300006,400	12674,000
-0,020	300006,400	12890,000
0,040	300006,400	12554,000
-0,040	300007,424	13218,000
0,060	300006,400	12260,000
-0,060	300007,424	13294,000
0,080	300007,424	12218,000
-0,080	300006,400	13392,000
0,100	300006,400	12157,000
-0,100	300006,400	13277,000
0,120	300007,424	11899,000
-0,120	300006,400	13226,000
0,140	300006,400	11915,000
-0,140	300006,400	13407,000
0,160	300006,400	12023,000
-0,160	300006,400	13668,000
0,180	300006,400	12140,000
-0,180	300006,400	13460,000
0,200	300006,400	12305,000
-0,200	300006,400	13639,000
0,220	300007,424	12320,000
-0,220	300007,424	13666,000
0,240	300006,400	12571,000
-0,240	300007,424	13552,000
0,260	300006,400	12443,000
-0,260	300006,400	13644,000
0,280	300006,400	12604,000
-0,280	300008,448	13688,000
0,300	300007,424	12497,000
-0,300	300006,400	13613,000
0,320	300006,400	12728,000
-0,320	300007,424	13938,000
0,340	300006,400	13069,000
-0,340	300006,400	13862,000
0,360	300007,424	12959,000
-0,360	300008,448	13714,000
0,380	300007,424	12963,000
-0,380	300007,424	13756,000
0,400	300006,400	12959,000
-0,400	300006,400	13790,000
0,420	300007,424	12965,000
-0,420	300007,424	13824,000
0,440	300007,424	13138,000
-0,440	300008,448	14003,000
0,460	300007,424	12841,000
-0,460	300007,424	14097,000
0,480	300007,424	13269,000
-0,480	300007,424	13943,000
0,500	300007,424	13026,000
-0,500	300009,472	13979,000
0,520	300007,424	12929,000
-0,520	300007,424	14134,000
0,540	300007,424	13205,000
-0,540	300006,400	14245,000
0,560	300006,400	13137,000
-0,560	300009,472	13924,000
0,580	300007,424	13098,000
-0,580	300007,424	14247,000
0,600	300007,424	13533,000
-0,600	300008,448	14126,000
0,620	300006,400	13485,000
-0,620	300007,424	14047,000
0,640	300006,400	13408,000
-0,640	300008,448	14195,000
0,660	300006,400	13478,000
-0,660	300007,424	14175,000
0,680	300007,424	13471,000
-0,680	300008,448	14151,000
0,700	300007,424	13707,000
-0,700	300007,424	14191,000
0,720	300006,400	13792,000
-0,720	300009,472	14127,000
0,740	300007,424	13771,000
-0,740	300006,400	14277,000
0,760	300006,400	13614,000
-0,760	300007,424	14144,000
0,780	300007,424	13836,000
-0,780	300007,424	14193,000
0,800	300007,424	13785,000
-0,800	300007,424	14265,000
0,820	300008,448	14015,000
-0,820	300007,424	14165,000
0,840	600023,040	27681,000
-0,840	600016,896	28293,000
0,860	300007,424	13961,000
-0,860	300008,448	14097,000
0,880	300007,424	14138,000
-0,880	300008,448	14119,000
0,900	300008,448	14127,000
-0,900	300010,496	14115,000
0,920	300007,424	14096,000
-0,920	300008,448	14140,000
0,940	300006,400	14139,000
-0,940	300009,472	14099,000
0,960	300007,424	14165,000
-0,960	300007,424	14202,000
0,980	300006,400	14166,000
-0,980	300008,448	14140,000
1,000	300008,448	14276,000
-1,000	300007,424	14193,000
1,020	300006,400	14294,000
-1,020	300008,448	14255,000
1,040	300007,424	14051,000
-1,040	300006,400	14103,000
1,060	300007,424	14219,000
-1,060	300008,448	14204,000
1,080	300007,424	13999,000
-1,080	300010,496	14226,000
1,100	300008,448	14317,000
-1,100	300008,448	14093,000
1,120	300007,424	14131,000
-1,120	300009,472	14026,000
1,140	300008,448	14084,000
-1,140	300008,448	14152,000
1,160	300008,448	14153,000
-1,160	300008,448	14104,000
1,180	300007,424	14339,000
-1,180	300008,448	14337,000
1,200	300008,448	14410,000
-1,200	300008,448	14193,000
1,300	301546,496	14518,000
-1,300	301547,520	14438,000
1,400	300008,448	14212,000
-1,400	300008,448	14300,000
1,500	298675,200	13999,000
-1,500	298674,176	14156,000
1,600	300007,424	14139,000
-1,600	300009,472	14228,000
1,700	300007,424	14424,000
-1,700	300010,496	14127,000
1,800	300007,424	14140,000
-1,800	300006,400	14180,000
1,900	300009,472	14164,000
-1,900	300007,424	14072,000
2,000	300009,472	14171,000
-2,000	300008,448	14350,000
2,100	300009,472	14080,000
-2,100	300010,496	14258,000
2,200	300011,520	14434,000
-2,200	300010,496	14342,000
2,300	300011,520	14054,000
-2,300	300008,448	14296,000
2,400	300427,264	14228,000
-2,400	300426,240	14129,000
2,500	299611,136	14161,000
-2,500	299608,064	14143,000
0,010	300006,400	12555,000
-0,010	300006,400	12890,000
0,030	300006,400	12454,000
-0,030	300006,400	13300,000
0,050	300007,424	12337,000
-0,050	300007,424	13221,000
0,070	300006,400	12073,000
-0,070	300007,424	13131,000
0,090	300007,424	12035,000
-0,090	300006,400	13309,000
0,110	300006,400	11899,000
-0,110	300007,424	13318,000
0,130	300007,424	12261,000
-0,130	300009,472	13647,000
0,150	300006,400	11769,000
-0,150	300006,400	13608,000
0,170	300007,424	12110,000
-0,170	300007,424	13673,000
0,190	300007,424	12101,000
-0,190	300008,448	13395,000
0,210	300006,400	12397,000
-0,210	300009,472	13636,000
0,230	300006,400	12242,000
-0,230	300007,424	13555,000
0,250	300007,424	12291,000
-0,250	300006,400	13683,000
0,270	300006,400	12739,000
-0,270	300006,400	13491,000
0,290	300006,400	12619,000
-0,290	300006,400	13630,000
0,310	300006,400	12644,000
-0,310	300006,400	13574,000
0,330	300006,400	12513,000
-0,330	300006,400	13704,000
0,350	300006,400	12551,000
-0,350	300006,400	13780,000
0,370	300006,400	12977,000
-0,370	300006,400	13919,000
0,390	300006,400	12856,000
-0,390	300007,424	13599,000
0,410	302444,544	12958,000
-0,410	302447,616	13910,000
0,430	297682,944	12855,000
-0,430	297680,896	13709,000
0,450	302229,504	13039,000
-0,450	302229,504	13975,000
0,470	297879,552	12961,000
-0,470	297881,600	13845,000
0,490	302048,256	12948,000
-0,490	302048,256	14125,000
0,510	298047,488	13210,000
-0,510	298047,488	13863,000
0,840	300008,448	13873,000
-0,840	300007,424	14170,000
